winner_name,county,party,reported_poll_stations,total_poll_stations,votes_percent,votes_count,disputed_votes,valid_votes,rejected_votes,registered_voters
GIDEON KIPSIELEI TOWETT MOI,BARINGO,KANU,888,892,61.09,115441,7,188962,4078,232258
CHRISTOPHER ANDREW LANGAT,BOMET,JP,725,728,52.75,138388,1,262334,5089,322012
MOSES MASIKA WETANGULA,BUNGOMA,FORD-KENYA,1167,1186,70.42,291315,482,413696,7846,559850
SITSWILA AMOS WAKO,BUSIA,ODM,755,760,50.72,138221,477,272512,5952,351048
ONESIMUS KIPCHUMBA MURKOMEN,ELGEYO/MARAKWET,JP,524,529,80.16,116098,6,144824,1576,180664
PETER NJERU NDWIGA,EMBU,JP,162,710,70.63,40155,22,56855,1729,309468
MOHAMED YUSUF HAJI,GARISSA,JP,374,381,40.32,45055,17,111736,3398,163350
MOSES OTIENO KAJWANG,HOMA BAY,ODM,1028,1062,81.55,316257,8,387796,7010,476875
DULLO FATUMA ADAN,ISIOLO,PDR,191,195,27.87,14706,2,52757,1096,75338
PHILLIP SALAU MPAAYEI,KAJIADO,JP,774,797,52.28,165584,88,316725,5583,411193
CLEOPHAS WAKHUNGU MALALAH,KAKAMEGA,ANC,1473,1497,41.74,225629,11,540496,15462,743736
AARON KIPKIRUI CHERUIYOT,KERICHO,JP,759,780,92.37,271549,0,293995,2734,375668
WAMATANGI PAUL KIMANI,KIAMBU,JP,1944,1963,74.82,727092,20,971793,11803,1180920
STEWART MWACHIRU SHADRACK MADZAYO,KILIFI,ODM,970,988,64.24,205115,25,319285,5287,508068
DANIEL KARABA DICKSON,KIRINYAGA,JP,29,659,51.79,6152,0,11879,198,349836
SAMSON KEGENGO ONGERI,KISII,ODM,1104,1126,45.64,181184,1,396949,9531,546580
FREDRICK OTIENO OUTA,KISUMU,ODM,1007,1027,82.65,353717,9,427979,3423,539210
ENOCH KIIO WAMBUA,KITUI,WDM-K,1441,1454,70.2,248928,25,354577,6556,474512
ISSA JUMA BOY,KWALE,ODM,594,612,40.87,72907,3,178398,2673,281041
JOHN KINYUA NDERITU,LAIKIPIA,JP,531,531,73.19,145150,19,198327,1765,246487
ANUAR LOITIPTIP,LAMU,JP,167,167,29.44,14432,46,49028,1109,69776
BONIFACE MUTINDA KABAKA,MACHAKOS,CCU,1323,1332,34.78,161881,9,465435,10268,620254
MUTULA KILONZO JUNIOR,MAKUENI,WDM-K,1058,1060,96.45,319451,18,331196,7362,423310
MOHAMED MAALIM MAHAMUD,MANDERA,JP,396,401,52.69,71029,9,134806,3344,175642
GODANA HARGURA,MARSABIT,JP,384,384,50.46,55845,6,110671,3145,141708
FRANKLIN MITHIKA LINTURI,MERU,JP,1461,1473,57.01,305779,0,536350,12493,702480
BEN OLUOCH OKELLO,MIGORI,ODM,807,826,58.43,182668,5,312632,5211,388633
MOHAMED FAKI MWINYIHAJI,MOMBASA,ODM,934,934,50.75,172409,40,339734,9077,580223
IRUNGU KANG'ATA,MURANG'A,JP,1131,1131,55.11,279285,4,506734,9532,587126
JOHNSON ARTHUR SAKAJA,NAIROBI CITY,JP,3321,3378,51.28,821104,1113,1601343,29158,2250853
SUSAN WAKARURA KIHIKA,NAKURU,JP,1768,1806,89.61,658698,55,735060,11464,949618
CHERARKEY K SAMSON,NANDI,JP,787,796,92.45,245694,50,265766,5333,346007
LEDAMA OLE KINA,NAROK,ODM,743,750,43.91,122309,0,278545,5147,341730
ERICK OKONGO MOGENI,NYAMIRA,ODM,536,553,38.34,75880,5,197938,12176,278853
PAUL GITHIOMI MWANGI,NYANDARUA,JP,653,654,90.52,260153,3,287406,4180,335634
ENG EPHRAIM MWANGI MAINA KIRINYAGA,NYERI,JP,917,917,68.5,269034,493,392778,7195,456949
STEVE LTUMBESI LELEGWE,SAMBURU,JP,281,284,50.43,31746,1,62945,924,82787
JAMES AGGREY BOB ORENGO,SIAYA,ODM,907,916,98.35,369315,8,375519,4190,457953
JOHNES MWASHUSHE MWARUMA,TAITA TAVETA,ODM,345,354,39.22,42789,1,109106,3497,155716
GOLICH JUMA WARIO,TANA RIVER,JP,150,307,38.09,14924,0,39176,348,118327
KITHURE KINDIKI A K,THARAKA - NITHI,JP,617,625,68.98,118618,16,171959,2170,213154
MICHAEL MALING'A MBITO,TRANS NZOIA,JP,618,639,29.06,69046,20,237604,6029,339622
MALACHY CHARLES  EKAL IMANA,TURKANA,ODM,624,644,54.7,69414,36,126893,3185,191435
MARGARET JEPKOECH KAMAR,UASIN GISHU,JP,858,868,67.4,226708,49,336385,4898,450055
KHANIRI GEORGE,VIHIGA,ANC,533,548,66.57,129432,5,194421,4585,272409
ABDULLAHI IBRAHIM ALI,WAJIR,JP,434,434,29.65,35393,11,119360,3650,162902
SAMUEL LOSURON POGHISIO,WEST POKOT,KANU,701,712,60.96,90014,1,147666,4525,180232
